mp;mpomsch;X;Y;gebied;gebiednaam;meetnet;opmerking;krw_type;<>;basis-jaarlijks;beginjaar;bestrijdingsmiddelen;bodemtype (detail);bodemtype (grof);ecokleurenkoers;fysisch-chemisch;gemeente;krw-biologie;landgebruik 2015;meetpuntsoort;naam water;plaatsnaam;publicatie op internet 1;quickscan-vegetatie;type watergang;vistrajecten;vlakdekkende vegetatieopnamen;waterbreedte in m (in het veld geschat);waterbreedte in m (legger);waterdiepte in m (legger);waterlichaamcode;waterlichaamnaam;watertype waterlichaam;zwemwater;long;lat
KOP 0459;Ringvaart vanaf Opweg nabij huisnr. 4;109135;439801;KRIWA;Krimpenerwaard;1;;M08;;;2002;;Veraarde bovengrond op diep veen;VEEN;Groen;1;Krimpenerwaard;;Stedelijk;Regulier;Ringvaart;Stolwijk;;;Overige watergang;;;;14;1;NL39_12a;Sloten waterrijk Berkenwoude;M8;;4,7201329573604;51,9447664338381
KOP 0460;Ringvaart stroomopwaarts van AWZI Berkenwoude;108146;438740;KRIWA;Krimpenerwaard;3;;-;;;2002;;Veraarde bovengrond op diep veen;VEEN;Groen;;Krimpenerwaard;;Gras;Regulier;Ringvaart;Berkenwoude;;;Overige watergang;;;;18;1;;;;;4,70589435640317;51,9351480040309
KOP 0461;Singel tussen Prov. Weg en Goudseweg achter huisnr;112315;443189;KRIWA;Krimpenerwaard;3;;-;;;2003;;Bebouwing;STEDELIJK;Blauw;;Krimpenerwaard;;Stedelijk;Regulier;Goudse Vliet;Stolwijk;;;Overige watergang;;;;11,4;1;;;;;4,76595959009486;51,9754702498671
KOP 0462;Watergang langs Koolwijkseweg to. Trafohuisje nr.;113128;441636;KRIWA;Krimpenerwaard;3;;-;;;2003;;Veraarde bovengrond op diep veen;VEEN;Groen;;Krimpenerwaard;;Stedelijk;Regulier;Zuid. wegsl. Schoonouwenseweg (ged.);Stolwijk;;;Overige watergang;;;;8,1;1;;;;;4,7779809462789;51,9615741112497
KOP 0463;KAVELSLOOT Z v Gouderakse Tiendweg hek 15 sloot W;109381;445806;KRIWA;Krimpenerwaard;1;;M08;;;2004;;Kleidek op veen;VEEN;Blauw;1;Krimpenerwaard;;Gras;Regulier;Wegsl. Tiendweg Veerstalblok;Gouderak;1;;Overige watergang;;;5;7,4;1;;;;;4,72291218284434;51,9987577865825
KOP 0464;KAVELSLOOT N v L-Tiendweg 24e sloot va Beyerswegje;107862;444647;KRIWA;Krimpenerwaard;1;;M08;;;2004;;Veraarde bovengrond op diep veen;VEEN;Blauw;1;Krimpenerwaard;;Gras;Regulier;Noord. wegsl. Tiendweg / Middelblok;Gouderak;1;;Overige watergang;;;4;7,3;1;;;;;4,70095384299177;51,9882142042321
KOP 0465;KAVELSLOOT N v L-Tiendweg 7e Z W van Wetering;106524;443214;KRIWA;Krimpenerwaard;1;;M08;;;2004;;Veraarde bovengrond op diep veen;VEEN;Blauw;1;Krimpenerwaard;;Gras;Regulier;Noord. wegsl. Tiendweg / Kattendijk;Gouderak;1;;Overige watergang;;;3;9,2;1;;;;;4,6816788004545;51,9752197447769
KOP 0466;WATERGANG Kon Julianastr va brug Pr Beatrixstr;108225;439908;KRIWA;Krimpenerwaard;1;achter nr.7 via Pr.Bernardstraat;M08;;;2008;;Veraarde bovengrond op diep veen;VEEN;Groen;1;Krimpenerwaard;;Stedelijk;Regulier;Pepersloot;Berkenwoude;1;;Overige watergang;;;;7;1;NL39_12a;Sloten waterrijk Berkenwoude;M8;;4,7068840495521;51,9456523010036
KOP 0467;HFDWATERGANG BEYERSCHEWEG 25A 100m zuid v weg;110508;444267;KRIWA;Krimpenerwaard;1;;M08;;;2004;;Veraarde bovengrond op diep veen;VEEN;Groen;1;Krimpenerwaard;;Gras;Regulier;Voorwetering Beijerscheweg;Stolwijk;1;;Overige watergang;;;6;8;1;;;;;4,7395219915671;51,9850172027084
KOP 0468;HW Landscheiding achterin land vanaf boerenweg hui;109971;442391;KRIWA;Krimpenerwaard;1;;M10;;;2004;;Veraarde bovengrond op diep veen;VEEN;Blauw;1;Krimpenerwaard;;Gras;Regulier;Landscheiding;Stolwijk;;;Overige watergang;;;20;16;1;;;;;4,73195150198095;51,9681129890843
KOP 0469;KAVELSLOOT in land via landwg Benedenkerksewg 146;110088;442265;KRIWA;Krimpenerwaard;1;;M08;;;2004;;Veraarde bovengrond op diep veen;VEEN;Blauw;1;Krimpenerwaard;;Gras;Regulier;Landscheiding;Stolwijk;1;;Overige watergang;;;5;19;1;;;;;4,73367044181906;51,966990007092
KOP 0470;KAVELSLOOT Z Benedenkerksewg 143 via pad 700m;111123;441240;KRIWA;Krimpenerwaard;1;;M08;;;2004;;Veraarde bovengrond op diep veen;VEEN;Blauw;1;Krimpenerwaard;;Gras;Regulier;Achterwetering Benedenkerk zuidz.;Stolwijk;1;;Overige watergang;;;5;17;1;;;;;4,74886124966589;51,9578602685059
KOP 0471;WATERGANG Z Stolwijk bij trafohuis W van N207;112900;440520;KRIWA;Krimpenerwaard;1;circa 350 m van prov. weg;M10;;;2004;;Veraarde bovengrond op diep veen;VEEN;Groen;1;Krimpenerwaard;;Gras;Regulier;Ringvaart (Ringsloot);Stolwijk;1;;Overige watergang;;;20;11,4;1;;;;;4,77480063901469;51,9515265130403
KOP 0472;HFDWATERGANG Z loodrecht Benedenheulseweg bij 29;109437;440767;KRIWA;Krimpenerwaard;1;;M10;;;2004;;Veraarde bovengrond op diep veen;VEEN;Blauw;1;Krimpenerwaard;;Gras;Regulier;Molenvliet;Stolwijk;1;;Hoofdwatergang;;;25;15,8;1,2;NL39_21a;Stolwijk;M10;;4,72439689305977;51,9534734095889
KOP 0473;HW achter Oosteinde huizsnr 33 vanaf Boerenweg;108632;440518;KRIWA;Krimpenerwaard;1;;M08;;;2004;;Veraarde bovengrond op diep veen;VEEN;Groen;1;Krimpenerwaard;;Gras;Regulier;Oude Wetering;Berkenwoude;;;Overige watergang;;;20;18;1,2;NL39_12a;Sloten waterrijk Berkenwoude;M8;;4,71272092704661;51,9511688985747
KOP 0474;WATERGANG Z v Commisarissenpad bij AWZI Zuidbroek;108697;438816;KRIWA;Krimpenerwaard;1;;M10;;;2004;;Veraarde bovengrond op diep veen;VEEN;Groen;1;Krimpenerwaard;;Gras;Regulier;Ringvaart;Berkenwoude;1;;Overige watergang;;;10;18;1;;;;;4,71389572953301;51,9358772217657
KOP 0475;KAVELSLOOT links v pad N v Zuidbroek 143;109616;439014;KRIWA;Krimpenerwaard;1;;M08;;;2004;;Veraarde bovengrond op diep veen;VEEN;Blauw;1;Krimpenerwaard;;Gras;Regulier;Voorwetering;Bergambacht;1;;Overige watergang;;;1,5;10,3;1;;;;;4,72723220885493;51,9377325553988
KOP 0476;WATERGANG Z v Westeinde O v nr 5 200m v weg;108213;439417;KRIWA;Krimpenerwaard;1;;M08;;;2004;;Veraarde bovengrond op diep veen;VEEN;Blauw;1;Krimpenerwaard;;Gras;Regulier;Voorwetering Oosteinde / Westeinde;Berkenwoude;1;;Overige watergang;;;8;9;1;;;;;4,70677638468717;51,9412383270934
KOP 0477;KAVELSLOOT Schoonouwenseweg W v nr 36 50m v weg;114385;441807;KRIWA;Krimpenerwaard;1;;M08;;;2004;;Veraarde bovengrond op diep veen;VEEN;Blauw;1;Krimpenerwaard;;Gras;Regulier;Zuid. wegsl. Schoonouwenseweg (ged.);Stolwijk;1;;Overige watergang;;;5;9;1;;;;;4,79624864825533;51,9632043197426
KOP 0478;HFDWATERGANG to Westeinde 46 Z v weg Berkenwoude;107942;439450;KRIWA;Krimpenerwaard;1;;M08;;;2004;;Veraarde bovengrond op diep veen;VEEN;Blauw;1;Krimpenerwaard;;Gras;Regulier;Voorwetering Oosteinde / Westeinde;Berkenwoude;1;;Overige watergang;;;10;9;1;NL39_12a;Sloten waterrijk Berkenwoude;M8;;4,70283096304086;51,9415120513282
KOP 0479;KAVELSLOOT Schoonouwenseweg via brug to nr 60;115110;441651;KRIWA;Krimpenerwaard;1;;M10;;;2004;;Veraarde bovengrond op diep veen;VEEN;Blauw;1;Krimpenerwaard;;Gras;Regulier;Bergvliet (ged.);Stolwijk;1;;Overige watergang;;;12;10,3;1;;;;;4,80681510959153;51,961854737197
KOP 0480;watergang hek 84, Graafkade zuidzijde Berkenwoude;106876;440353;KRIWA;Krimpenerwaard;1;;M08;;;2006;;Veraarde bovengrond op diep veen;VEEN;Blauw;1;Krimpenerwaard;;Gras;Regulier;Graafwetering West (ged.);Berkenwoude;;;Overige watergang;;;;6;1;NL39_12a;Sloten waterrijk Berkenwoude;M8;;4,68720256762977;51,9495366780251
KOP 0481;Hoofdwatergang,via landweg nr 146 Benedenheulseweg;109776;442642;KRIWA;Krimpenerwaard;1;;M10;;;2006;;Veraarde bovengrond op diep veen;VEEN;Groen;1;Krimpenerwaard;;Gras;Regulier;Landscheiding;Stolwijk;;;Hoofdwatergang;;;;16;1;NL39_21a;Stolwijk;M10;;4,72908100736571;51,9703530651471
KOP 0482;Watergang Dahliastraat, va brug Stolwijk;112490;443198;KRIWA;Krimpenerwaard;1;;-;;;2006;;Bebouwing;STEDELIJK;Groen;1;Krimpenerwaard;;Stedelijk;Regulier;Achterwetering Bovenkerk noordz. (ged.);Stolwijk;;;Hoofdwatergang;;;;8,4;1;;;;;4,76850530632411;51,9755645598464
KOP 0483;Kavelsloot  Achterbroek to 107a, hek sloot W;108698;443508;KRIWA;Krimpenerwaard;1;;-;;;2006;;Veraarde bovengrond op diep veen;VEEN;;1;Krimpenerwaard;;Gras;Regulier;Voorwetering Achterbroek;Berkenwoude;;;Overige watergang;;;;11;1;;;;;4,71327756608462;51,9780475945527
KOP 0484;wegsloot Kerkweg thv speeltuin Berkenwoude;107785;440403;KRIWA;Krimpenerwaard;1;;M08;;;2006;;Veraarde bovengrond op diep veen;VEEN;Blauw;1;Krimpenerwaard;;Stedelijk;Regulier;Indamsewetering;Berkenwoude;;;Overige watergang;;;;9;1;NL39_12a;Sloten waterrijk Berkenwoude;M8;;4,70041687528687;51,9500640143192
KOP 0485;Bovenkerkseweg 41;113162;443051;KRIWA;Krimpenerwaard;1;veedrenking;-;;;2007;;;;;1;Krimpenerwaard;;;Regulier;;Stolwijk;;;;;;;;;;;;;4,77830310073638;51,9742943789188
KOP 0486;Bovenkerkseweg 41;113128;443093;KRIWA;Krimpenerwaard;1;veedrenking;-;;;2007;;Veraarde bovengrond op diep veen;VEEN;;1;Krimpenerwaard;;;Regulier;Vogelbuurt;Stolwijk;;;Overige watergang;;;;5,2;1;;;;;4,77780317379522;51,9746693034342
KOP 0487;Bovenkerkseweg 78;113229;442947;KRIWA;Krimpenerwaard;1;veedrenking;-;;;2007;;;;;1;Krimpenerwaard;;;Regulier;;Stolwijk;;;;;;;;;;;;;4,77929081184968;51,9733646927645
KOP 0488;Bovenkerkseweg 41;113234;442904;KRIWA;Krimpenerwaard;1;veedrenking;-;;;2007;;;;;1;Krimpenerwaard;;;Regulier;;Stolwijk;;;;;;;;;;;;;4,77936880979003;51,9729785944605
KOP 0489;Benedenheulseweg 29;109239;440765;KRIWA;Krimpenerwaard;1;veedrenking;-;;;2007;;Veraarde bovengrond op diep veen;VEEN;;1;Krimpenerwaard;;;Regulier;Voorwetering Benedenheul;Stolwijk;;;Overige watergang;;;;6;1;;;;;4,721517034862;51,9534391679317
KOP 0490;Benedenheulseweg 29;109196;440806;KRIWA;Krimpenerwaard;1;veedrenking;-;;;2007;;;;;1;Krimpenerwaard;;;Regulier;;Stolwijk;;;;;;;;;;;;;4,72088608548115;51,9538041223784
KOP 0491;Achterbroek;107474;442658;KRIWA;Krimpenerwaard;1;Project waterinlaat uit de Lek;M10;;;2006;;Veraarde bovengrond op diep veen;VEEN;Blauw;1;Krimpenerwaard;;Gras;Regulier;Molenvliet, samenstel van watergangen;Berkenwoude;;;Hoofdwatergang;;;;32;1,5;NL39_21a;Stolwijk;M10;;4,6955812335601;51,970304705284
KOP 0492;WATERGANG FRANS HALSSTR pad tussen 50/52 Stolwijk;112515;443084;KRIWA;Krimpenerwaard;1;;-;;;2009;;Bebouwing;STEDELIJK;Blauw;1;Krimpenerwaard;;Stedelijk;Regulier;Achterwetering Bovenkerk noordz. (ged.);Stolwijk;1;;Overige watergang;;;;8,4;1;;;;;4,76888325835024;51,9745418682697
KOP 0493;Einde Koolwijkseweg;110462;440221;KRIWA;Krimpenerwaard;1;Project waterinlaat uit de Lek;M10;;;2006;;Veraarde bovengrond op diep veen;VEEN;Groen;1;Krimpenerwaard;;Gras;Regulier;;Stolwijk;;;Overige watergang;;;;12,4;1;NL39_21a;Stolwijk;M10;;4,73937746732597;51,9486491791854
KOP 0494;Zuidbroekseweg na nr. 125;110104;438769;KRIWA;Krimpenerwaard;1;veedrenking;-;;;2007;;;;;1;Krimpenerwaard;;;Regulier;;Bergambacht;;;;;;;;;;;;;4,73436022430334;51,9355701691814
KOP 0495;Zuidbroekseweg na nr. 125;110107;438821;KRIWA;Krimpenerwaard;1;veedrenking;-;;;2007;;;;;1;Krimpenerwaard;;;Regulier;;Bergambacht;;;;;;;;;;;;;4,73439705399818;51,9360377747578
KOP 0496;Zuidbroek na nr. 133;109963;438778;KRIWA;Krimpenerwaard;1;veedrenking;-;;;2007;;;;;1;Krimpenerwaard;;;Regulier;;Bergambacht;;;;;;;;;;;;;4,73230886124164;51,9356396578281
KOP 0497;Zuidbroek na nr. 133;109964;438823;KRIWA;Krimpenerwaard;1;veedrenking;-;;;2007;;;;;1;Krimpenerwaard;;;Regulier;;Bergambacht;;;;;;;;;;;;;4,73231750579364;51,9360441877605
KOP 0498;Benedenheulseweg naast nr. 29;109289;440735;KRIWA;Krimpenerwaard;1;veedrenking;-;;;2007;;;;;1;Krimpenerwaard;;;Regulier;;Stolwijk;;;;;;;;;;;;;4,72224833158229;51,953173650685
KOP 0499;Benedenheulseweg naast nr. 29;109303;440683;KRIWA;Krimpenerwaard;1;veedrenking;-;;;2007;;;;;1;Krimpenerwaard;;;Regulier;;Stolwijk;;;;;;;;;;;;;4,72245889441161;51,952707440504
KOP 0501;voor brug aan Zzijde van prov.weg nr.28 tussen hmp;110370;446565;KRIWA;Krimpenerwaard;1;;M01A;;;1980;;Klei op veen;KLEI;Groen;1;Krimpenerwaard;;Stedelijk;Regulier;Molenvliet;Haastrecht;;;Hoofdwatergang;;;6;7;1;;;;;4,73721393904329;52,0056598307711
KOP 0502;midden op wiel,nabij molen;110450;446600;KRIWA;Krimpenerwaard;3;;-;;;1987;;;;;;Krimpenerwaard;;;Regulier;;Haastrecht;;;;;;;;;;;;;4,73837443102563;52,005980826922
KOP 0503;SINGEL BERNHARDLAAN naast 26 va duiker Haastrecht;113365;445535;KRIWA;Krimpenerwaard;1;;-;;;2001;;Bebouwing;STEDELIJK;Groen;1;Krimpenerwaard;;Stedelijk;Regulier;Haastrecht;Haastrecht;1;;Overige watergang;;;;4;1;;;;;4,78095572115473;51,9966352260959
KOP 0504;Singel langs Tiendweg;112979;445604;KRIWA;Krimpenerwaard;1;;-;;;2001;;Bebouwing;STEDELIJK;Groen;1;Krimpenerwaard;;Gras;Regulier;Tiendweg Haastrecht;Haastrecht;;;Hoofdwatergang;;;;5;1;;;;;4,7753270188975;51,9972262959229
KOP 0505;KAVELSLOOT N v Schenkelkade va Bilwijkerweg;112234;444803;KRIWA;Krimpenerwaard;1;750m door land;M08;;;2004;;Veraarde bovengrond op diep veen;VEEN;Blauw;1;Krimpenerwaard;;Gras;Regulier;Watergang langs zuidz. Tiendweg;Haastrecht;;;Overige watergang;;;3;5,8;1;;;;;4,76457948657931;51,9899702333097
KOP 0506;KAVELSLOOT BILWIJKERWEG 4e SLOOT W v 119 50m N;112617;444205;KRIWA;Krimpenerwaard;1;;M08;;;2004;;Veraarde bovengrond op diep veen;VEEN;Blauw;1;Krimpenerwaard;;Gras;Regulier;Hollandsche polder;Stolwijk;1;;Overige watergang;;;2;4,2;1;;;;;4,77022913962001;51,9846249308024
KOP 0507;Kavelsloot polder N Schenkelkade,va Bilwijkerweg;112321;444834;KRIWA;Krimpenerwaard;1;;-;;;2006;;Veraarde bovengrond op diep veen;VEEN;Blauw;1;Krimpenerwaard;;Gras;Regulier;Watergang langs zuidz. Tiendweg;Haastrecht;;;Overige watergang;;;;5,8;1;;;;;4,76584217488638;51,9902555471644
KOP 0508;KAVELSLOOT GROENEWEG Stolwijk 2e sloot W v nr 1;111866;444207;KRIWA;Krimpenerwaard;1;;M08;;;2009;;Kleidek op veen;VEEN;Blauw;1;Krimpenerwaard;;Gras;Regulier;Goudse Vliet;Stolwijk;1;;Overige watergang;;;1,8;11;1;;;;;4,75929712459224;51,9845850815371
KOP 0509;KAVELSLOOT Provweg 27 via camping 50m Z K Tiendwg;111738;445518;KRIWA;Krimpenerwaard;1;camping Streefland;-;;;2010;;Kleidek op veen;VEEN;Blauw;1;Krimpenerwaard;;Gras;Regulier;Watergang langs zuidz. Tiendweg;Haastrecht;1;;Overige watergang;;;;5,8;1;;;;;4,75726846391161;51,9963580262452
KOP 0701;voor krooshek gemaal West-Vlisterdijk3,Haastrecht;113700;444950;KRIWA;Krimpenerwaard;3;;-;;;1987;;;;;;Krimpenerwaard;;;Regulier;;Haastrecht;;;;;;;;;;;;;4,78590389404615;51,9914024132209
KOP 0702;tZ van duiker door Bilwijkerweg bij kruising met V;113660;445000;KRIWA;Krimpenerwaard;3;;-;;;1980;;;;;;Krimpenerwaard;;;Regulier;;Haastrecht;;;;;;;;;;;;;4,78531552242518;51,9918488242611
KOP 0703;sloot NW van W.Alexanderstraat in Vlist thv rioolg;116070;443160;KRIWA;Krimpenerwaard;3;;-;;;1980;;;;;;Krimpenerwaard;;;Regulier;;Vlist;;;;;;;;;;;;;4,82061098275224;51,9754854593944
KOP 0704;wegsloot parkeerterrein van het zwembad van Haastr;113470;445250;KRIWA;Krimpenerwaard;3;;-;;;1980;;;;;;Krimpenerwaard;;;Regulier;;Haastrecht;;;;;;;;;;;;;4,78251908243976;51,9940815827526
KOP 0705;1e kavelsl NW achter boerdery West-Vlistdyk nr.46;115830;442910;KRIWA;Krimpenerwaard;3;;-;;;1984;;;;;;Krimpenerwaard;;;Regulier;;Vlist;;;;;;;;;;;;;4,81714670220403;51,9732216324036
KOP 0706;2e kavelsl w van boerdery W-Vlistdyk nr.1 ca.25m v;113990;444840;KRIWA;Krimpenerwaard;3;;-;;;1984;;;;;;Krimpenerwaard;;;Regulier;;Haastrecht;;;;;;;;;;;;;4,79013903113167;51,9904352548997
KOP 0707;z wegsloot Bilwykerweg na 2e haakse bocht vanaf Ha;113390;444400;KRIWA;Krimpenerwaard;3;;-;;;1984;;;;;;Krimpenerwaard;;;Regulier;;Haastrecht;;;;;;;;;;;;;4,78145750999443;51,9864360018349
KOP 0801;GEMAAL Krwaard Lekdijk Lekkerkerk N v krooshek;110681;435627;KRIWA;Krimpenerwaard;1;;M03;;1;1980;;Klei op veen;KLEI;Geel;1;Krimpenerwaard;;Afvoer/gemaal;Regulier;Molenvliet (ged.);Bergambacht;1;;Hoofdwatergang;;;22;23,3;1,75;;;;;4,74315479958338;51,9073768248041
KOP 0802;Zzijde van de brug in de prov. weg nr.30 nabij hmp;110830;437600;KRIWA;Krimpenerwaard;3;;M10;;;1980;;;;;;Krimpenerwaard;;;Regulier;;Bergambacht;;;;;;;;;NL39_22a;Bergambacht;M10;;4,74506668057119;51,9251215928695
KOP 0803;WATERGANG LOPIKERWEG O v brug Lopikersgl Schhoven;118470;440140;KRIWA;Krimpenerwaard;1;;M10;;1;1980;;;;Groen;1;Krimpenerwaard;;;Regulier;gracht naar Botersloot;Schoonhoven;1;;Overige watergang;;;30;13;1;;;;;4,85586074194643;51,9485050623981
KOP 0804;nabij boerderij Schoonouwenseweg nr.60;115130;441760;KRIWA;Krimpenerwaard;3;;M10;;;1980;;;;;;Krimpenerwaard;;;Regulier;;Stolwijk;;;;;;;;;NL39_22a;Bergambacht;M10;;4,80709342982794;51,9628358452825
KOP 0805;voor de brug die ligt voor huis Molenlaan nr.5;113290;438910;KRIWA;Krimpenerwaard;3;;-;;;1980;;;;;;Krimpenerwaard;;;Regulier;;Bergambacht;;;;;;;;;;;;;4,78066885881863;51,9370855377631
KOP 0806;lozing awzi Bergambacht ca. 50m ten noorden van l;113760;439380;KRIWA;Krimpenerwaard;1;;-;;;1980;;Kleidek op veen;VEEN;Groen;1;Krimpenerwaard;;Gras;Regulier;Zuid. wegsl. Kadijk Oost (ged.);Bergambacht;;;Overige watergang;;;;6,4;1;;;;;4,78744669663415;51,9413448702943
KOP 0807;lozing awzi Ammerstol ca. 30m ten westen van lozi;114934;438214;KRIWA;Krimpenerwaard;1;;M03;;;1980;;Klei op veen;KLEI;Groen;1;Krimpenerwaard;;Gras;Regulier;Nieuwe Wetering (ged.);Bergambacht;1;;Overige watergang;;;12;15,3;1;;;;;4,80465530627476;51,9309508682176
KOP 0808;splitsing Kadyk-Bovenberg toegangsbrug pand 124;116360;440950;KRIWA;Krimpenerwaard;3;;-;;;1980;;;;;;Krimpenerwaard;;;Regulier;;Bergambacht;;;;;;;;;;;;;4,82508027919324;51,955642576315
KOP 0809;Ter hoogte van de A. Beylingstraat;118000;440090;KRIWA;Krimpenerwaard;3;;-;;;1982;;;;;;Krimpenerwaard;;;Regulier;;Schoonhoven;;;;;;;;;;;;;4,84903009396151;51,9480245854683
KOP 0810;einde Bovenkerkseweg voor inlaatschuif;114656;443275;KRIWA;Krimpenerwaard;1;;-;;;1985;;Veraarde bovengrond op diep veen;VEEN;Groen;1;Krimpenerwaard;;Gras;Regulier;Bergvliet (ged.);Stolwijk;;;Hoofdwatergang;;;;13,3;1;;;;;4,80001894755173;51,9764181591567
KOP 0811;Z wegsl tpv timmerfabriek de Jong Bovenweg 63;115620;439930;KRIWA;Krimpenerwaard;3;;-;;;1985;;;;;;Krimpenerwaard;;;Regulier;;Bergambacht;;;;;;;;;;;;;4,81443244390814;51,9464230341031
KOP 0812;vanaf brug voor Benedenberg 97;110910;438720;KRIWA;Krimpenerwaard;3;;-;;;1985;;;;;;Krimpenerwaard;;;Regulier;;Bergambacht;;;;;;;;;;;;;4,74608602292329;51,9351942543687
KOP 0813;v.d. brug zuidelijk v. Kadijk t.h.v. awzi Bergamba;113872;439607;KRIWA;Krimpenerwaard;1;;M10;;;1985;;Kleidek op veen;VEEN;Groen;1;Krimpenerwaard;;Gras;Regulier;Zuid. wegsl. Kadijk Oost (ged.);Bergambacht;;;Hoofdwatergang;;;10;6,4;1;;;;;4,78904826642688;51,9433934022709
KOP 0814;zuidelijke watergang Kadijk westelijk van Bergweg;115200;440300;KRIWA;Krimpenerwaard;3;;-;;;1985;;;;;;Krimpenerwaard;;;Regulier;;Bergambacht;;;;;;;;;;;;;4,8082810999729;51,949718627414
KOP 0815;v.a. brug noordelijk van Kadijk t.h.v.awzi Bergamb;113700;439620;KRIWA;Krimpenerwaard;3;;-;;;1985;;;;;;Krimpenerwaard;;;Regulier;;Bergambacht;;;;;;;;;;;;;4,78654531362423;51,9434974941591
KOP 0816;3-de sloot oostelijk v Schoonouwensewg 9 50 m tN;114400;442220;KRIWA;Krimpenerwaard;3;;-;;;1986;;;;;;Krimpenerwaard;;;Regulier;;Stolwijk;;;;;;;;;;;;;4,79641803697684;51,966917379945
KOP 0817;4-de sloot oostelijk v Schoonouwensewg 9 75 m tN;114430;442150;KRIWA;Krimpenerwaard;3;;-;;;1986;;;;;;Krimpenerwaard;;;Regulier;;Stolwijk;;;;;;;;;;;;;4,79686282991243;51,9662904249389
KOP 0818;5-de sloot oostelijk v Schoonouwensewg 9 75 m tN;114470;442140;KRIWA;Krimpenerwaard;3;;-;;;1986;;;;;;Krimpenerwaard;;;Regulier;;Stolwijk;;;;;;;;;;;;;4,79744602717538;51,966203466093
KOP 0819;3-de sloot Oostelijk van Bergvliet, 25 m tZ van Vi;115200;442020;KRIWA;Krimpenerwaard;3;;-;;;1986;;;;;;Krimpenerwaard;;;Regulier;;Stolwijk;;;;;;;;;;;;;4,80808173489033;51,9651776972566
KOP 0820;noordelijke wegsloot Kadijk 200m westelijk van no.;112450;439550;KRIWA;Krimpenerwaard;3;;-;;;1987;;;;;;Krimpenerwaard;;;Regulier;;Bergambacht;;;;;;;;;;;;;4,76837527558542;51,9427740910707
KOP 0821;1e brug na brug Prov.weg,ca.200m tW v. waterleidin;112650;438100;KRIWA;Krimpenerwaard;3;;-;;;1987;;;;;;Krimpenerwaard;;;Regulier;;Bergambacht;;;;;;;;;;;;;4,77146246808631;51,9297570378754
KOP 0822;;113650;437150;KRIWA;Krimpenerwaard;3;;-;;;1992;;;;;;Krimpenerwaard;;;Regulier;;Bergambacht;;;;;;;;;;;;;4,78611523165677;51,9212938292361
KOP 0823;betonpad tegenover Schoonouwenseweg 9 volgen 2e sl;114510;441550;KRIWA;Krimpenerwaard;3;;-;;;1988;;;;;;Krimpenerwaard;;;Regulier;;Stolwijk;;;;;;;;;;;;;4,79809763705484;51,960903574263
KOP 0824;Lekdijk-west,200m landinwaarts bij krui-sing brede;110846;435946;KRIWA;Krimpenerwaard;1;;M01A;;;1990;;Klei op veen;KLEI;Groen;1;Krimpenerwaard;;Gras;Regulier;Bergambacht-west;Bergambacht;;;Hoofdwatergang;;;8;7,6;1;;;;;4,74551153191915;51,9102570494482
KOP 0825;v.a brug in de Wetering,100 m voor kruising prov.w;113350;437599;KRIWA;Krimpenerwaard;1;;M01A;;;1990;;Klei op veen;KLEI;Groen;1;Krimpenerwaard;;Gras;Regulier;Nieuwe Wetering (ged.);Bergambacht;;;Overige watergang;;;8;11,2;1;;;;;4,781700122595;51,9253069908844
KOP 0826;WATERGANG N CG Roosweg bij nr 10 Schoonhoven;117692;439958;KRIWA;Krimpenerwaard;1;;M08;;;1990;;Bebouwing;STEDELIJK;Groen;1;Krimpenerwaard;;Stedelijk;Regulier;Zuid. wegsl. Prov. weg nr. 30 (ged.);Schoonhoven;1;;Hoofdwatergang;;;4;4,2;1;;;;;4,84456469582428;51,9468175999958
KOP 0827;Noordelijk van Provinciale Weg t.h.v.   parkeerpla;115693;439112;KRIWA;Krimpenerwaard;3;;M03;;;1994;;Klei op veen;KLEI;Groen;;Krimpenerwaard;;Gras;Regulier;Noord. wegsl. Prov. weg nr. 30 (ged.);Bergambacht;;;Hoofdwatergang;;;15;10,8;1;;;;;4,81558772543309;51,9390761313543
KOP 0828;Westelijk van Vlist in verlengde van brug over;117166;442242;KRIWA;Krimpenerwaard;3;;M08;;;1994;;Kleidek op veen;VEEN;Blauw;;Krimpenerwaard;;Gras;Regulier;molenvliet Bachtenaar;Schoonhoven;;;Overige watergang;;;4;9,4;1;;;;;4,83666280416891;51,9673103430311
KOP 0829;Kadijk, 3e kavelsloot westelijk van bosje (hek;114918;440086;KRIWA;Krimpenerwaard;3;;M08;;;1994;;Kleidek op veen;VEEN;Blauw;;Krimpenerwaard;;Gras;Regulier;Zuid. wegsl. Kadijk Oost (ged.);Bergambacht;;;Overige watergang;;;7;6,4;1;;;;;4,80420436423484;51,9477749686841
KOP 0830;Uiterste westen van Kadijk;111266;439494;KRIWA;Krimpenerwaard;3;;-;;;1994;;Veraarde bovengrond op diep veen;VEEN;Groen;;Krimpenerwaard;;Gras;Regulier;Verlengde Coxvliet;Bergambacht;;;Overige watergang;;;;8,3;1;;;;;4,7511638558715;51,9421789048561
KOP 0831;Benedenberg tussen kaasboerderij en pandnr. 88.;111865;438809;KRIWA;Krimpenerwaard;3;;M08;;;1994;;Veraarde bovengrond op diep veen;VEEN;Blauw;;Krimpenerwaard;;Gras;Regulier;Noord. wegsl. Benedenberg (ged.);Bergambacht;;;Overige watergang;;;6;10,6;1;;;;;4,75996079274498;51,936069062092
