mp;mpomsch;X;Y;gebied;gebiednaam;meetnet;opmerking;krw_type;<>;Basis-jaarlijks;Beginjaar;Bestrijdingsmiddelen;Bodemtype (detail);Bodemtype (grof);Ecokleurenkoers;Fysisch-chemisch;Gemeente;KRW-biologie;Landgebruik 2015;Meetpuntsoort;Naam water;Plaatsnaam;Publicatie op internet 1;Quickscan-vegetatie;Type watergang;Vistrajecten;Vlakdekkende vegetatieopnamen;Waterbreedte in m (in het veld geschat);Waterbreedte in m (legger);Waterdiepte in m (legger);Waterlichaamcode;Waterlichaamnaam;Watertype waterlichaam;Zwemwater
ZHP 25;Zevenhuizerplas 25;98346;443322;SCHIEL;Schieland;1;;M20;;;2013;;Veen op ongerijpte klei;VEEN;Groen;;Rotterdam;;Recreatie;Vlakdekkend;;Rotterdam;;;Overige watergang;;1;;5;0,7;NL39_04a;Zevenhuizerplas;M20;
ZHP 26;Zevenhuizerplas 26;98350;443248;SCHIEL;Schieland;1;;M20;;;2013;;Veen op ongerijpte klei;VEEN;Groen;;Rotterdam;;Recreatie;Vlakdekkend;;Rotterdam;;;Overige watergang;;1;;5;0,7;NL39_04a;Zevenhuizerplas;M20;
ZHP 27;Zevenhuizerplas 27;98300;443206;SCHIEL;Schieland;1;;M20;;;2013;;Veen op ongerijpte klei;VEEN;Groen;;Rotterdam;;Recreatie;Vlakdekkend;;Rotterdam;;;Overige watergang;;1;;5;0,7;NL39_04a;Zevenhuizerplas;M20;
ZHP 28;Zevenhuizerplas 28;98266;443233;SCHIEL;Schieland;1;;M20;;;2013;;Veen op ongerijpte klei;VEEN;Groen;;Rotterdam;;Recreatie;Vlakdekkend;;Rotterdam;;;Overige watergang;;1;;5;0,7;NL39_04a;Zevenhuizerplas;M20;
ZHP 29;Zevenhuizerplas 29;98180;443235;SCHIEL;Schieland;1;;M20;;;2013;;Veen op ongerijpte klei;VEEN;Groen;;Rotterdam;;Recreatie;Vlakdekkend;;Rotterdam;;;Overige watergang;;1;;6;0,8;NL39_04a;Zevenhuizerplas;M20;
ZHP 3;Zevenhuizerplas 3;98026;443590;SCHIEL;Schieland;1;;M20;;;2013;;Veen op ongerijpte klei;VEEN;Groen;;Rotterdam;;Recreatie;Vlakdekkend;;Rotterdam;;;Overige watergang;;1;;5;0,8;NL39_04a;Zevenhuizerplas;M20;
ZHP 30;Zevenhuizerplas 30;98134;443174;SCHIEL;Schieland;1;;M20;;;2013;;Veen op ongerijpte klei;VEEN;Groen;;Rotterdam;;Recreatie;Vlakdekkend;;Rotterdam;;;Overige watergang;;1;;6;0,8;NL39_04a;Zevenhuizerplas;M20;
ZHP 31;Zevenhuizerplas 31;98139;443105;SCHIEL;Schieland;1;;M20;;;2013;;Veen op ongerijpte klei;VEEN;Groen;;Rotterdam;;Recreatie;Vlakdekkend;;Rotterdam;;;Overige watergang;;1;;5;0,7;NL39_04a;Zevenhuizerplas;M20;
ZHP 32;Zevenhuizerplas 32;98200;443066;SCHIEL;Schieland;1;;M20;;;2013;;Veen op ongerijpte klei;VEEN;Groen;;Rotterdam;;Recreatie;Vlakdekkend;;Rotterdam;;;Overige watergang;;1;;5;0,7;NL39_04a;Zevenhuizerplas;M20;
ZHP 33;Zevenhuizerplas 33;98268;443063;SCHIEL;Schieland;1;;M20;;;2013;;Veen op ongerijpte klei;VEEN;Groen;;Rotterdam;;Recreatie;Vlakdekkend;;Rotterdam;;;Overige watergang;;1;;5;0,7;NL39_04a;Zevenhuizerplas;M20;
ZHP 34;Zevenhuizerplas 34;98340;443104;SCHIEL;Schieland;1;;M20;;;2013;;Veen op ongerijpte klei;VEEN;Groen;;Rotterdam;;Recreatie;Vlakdekkend;;Rotterdam;;;Overige watergang;;1;;5;0,7;NL39_04a;Zevenhuizerplas;M20;
ZHP 35;Zevenhuizerplas 35;98412;443152;SCHIEL;Schieland;1;;M20;;;2013;;Veen op ongerijpte klei;VEEN;Groen;;Rotterdam;;Recreatie;Vlakdekkend;;Rotterdam;;;Overige watergang;;1;;5;0,7;NL39_04a;Zevenhuizerplas;M20;
ZHP 36;Zevenhuizerplas 36;98470;443157;SCHIEL;Schieland;1;;M20;;;2013;;Veen op ongerijpte klei;VEEN;Groen;;Rotterdam;;Recreatie;Vlakdekkend;;Rotterdam;;;Overige watergang;;1;;5;0,7;NL39_04a;Zevenhuizerplas;M20;
ZHP 37;Zevenhuizerplas 37;98502;443158;SCHIEL;Schieland;1;;M20;;;2013;;Veen op ongerijpte klei;VEEN;Groen;;Rotterdam;;Recreatie;Vlakdekkend;;Rotterdam;;;Overige watergang;;1;;5;0,7;NL39_04a;Zevenhuizerplas;M20;
ZHP 38;Zevenhuizerplas 38;98546;443130;SCHIEL;Schieland;1;;M20;;;2013;;Veen op ongerijpte klei;VEEN;Groen;;Rotterdam;;Recreatie;Vlakdekkend;;Rotterdam;;;Overige watergang;;1;;5;0,7;NL39_04a;Zevenhuizerplas;M20;
ZHP 39;Zevenhuizerplas 39;98587;443101;SCHIEL;Schieland;1;;M20;;;2013;;Veen op ongerijpte klei;VEEN;Groen;;Rotterdam;;Recreatie;Vlakdekkend;;Rotterdam;;;Overige watergang;;1;;5;0,7;NL39_04a;Zevenhuizerplas;M20;
ZHP 4;Zevenhuizerplas 4;98056;443555;SCHIEL;Schieland;1;;M20;;;2013;;Lichte klei met homogeen profiel;KLEI;Groen;;Rotterdam;;Recreatie;Vlakdekkend;;Rotterdam;;;Overige watergang;;1;;6;0,8;NL39_04a;Zevenhuizerplas;M20;
ZHP 40;Zevenhuizerplas 40;98636;443023;SCHIEL;Schieland;1;;M20;;;2013;;Veen op ongerijpte klei;VEEN;Groen;;Rotterdam;;Recreatie;Vlakdekkend;;Rotterdam;;;Overige watergang;;1;;5;0,7;NL39_04a;Zevenhuizerplas;M20;
ZHP 41;Zevenhuizerplas 41;98672;443012;SCHIEL;Schieland;1;;M20;;;2013;;Veen op ongerijpte klei;VEEN;Groen;;Rotterdam;;Recreatie;Vlakdekkend;;Rotterdam;;;Overige watergang;;1;;5;0,7;NL39_04a;Zevenhuizerplas;M20;
ZHP 42;Zevenhuizerplas 42;98700;443006;SCHIEL;Schieland;1;;M20;;;2013;;Veen op ongerijpte klei;VEEN;Groen;;Rotterdam;;Recreatie;Vlakdekkend;;Rotterdam;;;Overige watergang;;1;;5;0,7;NL39_04a;Zevenhuizerplas;M20;
ZHP 43;Zevenhuizerplas 43;98740;442984;SCHIEL;Schieland;1;;M20;;;2013;;Veen op ongerijpte klei;VEEN;Groen;;Rotterdam;;Recreatie;Vlakdekkend;;Rotterdam;;;Overige watergang;;1;;5;0,7;;;;
ZHP 44;Zevenhuizerplas 44;98775;443018;SCHIEL;Schieland;1;;M20;;;2013;;Veen op ongerijpte klei;VEEN;Groen;;Rotterdam;;Recreatie;Vlakdekkend;;Rotterdam;;;Overige watergang;;1;;5;0,7;NL39_04a;Zevenhuizerplas;M20;
ZHP 45;Zevenhuizerplas 45;98860;443046;SCHIEL;Schieland;1;;M20;;;2013;;Veen op ongerijpte klei;VEEN;Groen;;Rotterdam;;Recreatie;Vlakdekkend;;Rotterdam;;;Overige watergang;;1;;5;0,7;NL39_04a;Zevenhuizerplas;M20;
ZHP 46;Zevenhuizerplas 46;98936;443097;SCHIEL;Schieland;1;;M20;;;2013;;Veen op ongerijpte klei;VEEN;Groen;;Rotterdam;;Recreatie;Vlakdekkend;;Rotterdam;;;Overige watergang;;1;;5;0,7;NL39_04a;Zevenhuizerplas;M20;
ZHP 47;Zevenhuizerplas 47;98990;443158;SCHIEL;Schieland;1;;M20;;;2013;;Lichte klei met homogeen profiel;KLEI;Groen;;Rotterdam;;Recreatie;Vlakdekkend;;Rotterdam;;;Overige watergang;;1;;5;0,7;NL39_04a;Zevenhuizerplas;M20;
ZHP 48;Zevenhuizerplas 48;99073;443237;SCHIEL;Schieland;1;;M20;;;2013;;Veen op ongerijpte klei;VEEN;Groen;;Rotterdam;;Recreatie;Vlakdekkend;;Rotterdam;;;Overige watergang;;1;;5;0,7;NL39_04a;Zevenhuizerplas;M20;
ZHP 49;Zevenhuizerplas 49;99109;443316;SCHIEL;Schieland;1;;M20;;;2013;;Lichte klei met homogeen profiel;KLEI;Groen;;Rotterdam;;Recreatie;Vlakdekkend;;Rotterdam;;;Overige watergang;;1;;5;0,7;NL39_04a;Zevenhuizerplas;M20;
ZHP 5;Zevenhuizerplas 5;98030;443464;SCHIEL;Schieland;1;;M20;;;2013;;Veen op ongerijpte klei;VEEN;Groen;;Rotterdam;;Recreatie;Vlakdekkend;;Rotterdam;;;Overige watergang;;1;;6;0,8;NL39_04a;Zevenhuizerplas;M20;
ZHP 50;Zevenhuizerplas 50;99048;443397;SCHIEL;Schieland;1;;M20;;;2013;;Lichte klei met homogeen profiel;KLEI;Groen;;Rotterdam;;Recreatie;Vlakdekkend;;Rotterdam;;;Overige watergang;;1;;5;0,7;NL39_04a;Zevenhuizerplas;M20;
ZHP 51;Zevenhuizerplas 51;99064;443449;SCHIEL;Schieland;1;;M20;;;2013;;Lichte klei met homogeen profiel;KLEI;Groen;;Rotterdam;;Recreatie;Vlakdekkend;;Rotterdam;;;Overige watergang;;1;;5;0,7;;;;
ZHP 52;Zevenhuizerplas 52;99078;443531;SCHIEL;Schieland;1;;M20;;;2013;;Lichte klei met homogeen profiel;KLEI;;;Rotterdam;;Recreatie;Vlakdekkend;;Rotterdam;;;Overige watergang;;1;;5;0,7;NL39_04a;Zevenhuizerplas;M20;
ZHP 53;Zevenhuizerplas 53;99037;443582;SCHIEL;Schieland;1;;M20;;;2013;;Veen op ongerijpte klei;VEEN;Groen;;Rotterdam;;Recreatie;Vlakdekkend;;Rotterdam;;;Overige watergang;;1;;5;0,7;NL39_04a;Zevenhuizerplas;M20;
ZHP 54;Zevenhuizerplas 54;99008;443611;SCHIEL;Schieland;1;;M20;;;2013;;Veen op ongerijpte klei;VEEN;Groen;;Rotterdam;;Recreatie;Vlakdekkend;;Rotterdam;;;Overige watergang;;1;;5;0,7;NL39_04a;Zevenhuizerplas;M20;
ZHP 55;Zevenhuizerplas 55;98956;443700;SCHIEL;Schieland;1;;M20;;;2013;;Veen op ongerijpte klei;VEEN;Groen;;Rotterdam;;Recreatie;Vlakdekkend;;Rotterdam;;;Overige watergang;;1;;5;0,7;NL39_04a;Zevenhuizerplas;M20;
ZHP 56;Zevenhuizerplas 56;99021;443786;SCHIEL;Schieland;1;;M20;;;2013;;Veen op ongerijpte klei;VEEN;Groen;;Rotterdam;;Recreatie;Vlakdekkend;;Rotterdam;;;Overige watergang;;1;;5;0,7;NL39_04a;Zevenhuizerplas;M20;
ZHP 57;Zevenhuizerplas 57;99152;443698;SCHIEL;Schieland;1;;M20;;;2013;;Lichte klei met homogeen profiel;KLEI;Groen;;Rotterdam;;Recreatie;Vlakdekkend;;Rotterdam;;;Overige watergang;;1;;5;0,7;;;;
ZHP 58;Zevenhuizerplas 58;99202;443678;SCHIEL;Schieland;1;;M20;;;2013;;Lichte klei met homogeen profiel;KLEI;Groen;;Rotterdam;;Recreatie;Vlakdekkend;;Rotterdam;;;Overige watergang;;1;;5;0,7;;;;
ZHP 59;Zevenhuizerplas 59;99344;443722;SCHIEL;Schieland;1;;M20;;;2013;;Lichte klei met homogeen profiel;KLEI;Groen;;Rotterdam;;Recreatie;Vlakdekkend;;Rotterdam;;;Overige watergang;;1;;5;0,7;NL39_04a;Zevenhuizerplas;M20;
ZHP 6;Zevenhuizerplas 6;98038;443438;SCHIEL;Schieland;1;;M20;;;2013;;Veen op ongerijpte klei;VEEN;Groen;;Rotterdam;;Recreatie;Vlakdekkend;;Rotterdam;;;Overige watergang;;1;;6;0,8;NL39_04a;Zevenhuizerplas;M20;
ZHP 60;Zevenhuizerplas 60;99462;443782;SCHIEL;Schieland;1;;M20;;;2013;;Lichte klei met homogeen profiel;KLEI;Groen;;Rotterdam;;Recreatie;Vlakdekkend;;Rotterdam;;;Overige watergang;;1;;5;0,7;;;;
ZHP 61;Zevenhuizerplas 61;99508;443840;SCHIEL;Schieland;1;;M20;;;2013;;Lichte klei met homogeen profiel;KLEI;Groen;;Rotterdam;;Recreatie;Vlakdekkend;;Rotterdam;;;Overige watergang;;1;;5;0,7;NL39_04a;Zevenhuizerplas;M20;
ZHP 62;Zevenhuizerplas 62;99520;443921;SCHIEL;Schieland;1;;M20;;;2013;;Lichte klei met homogeen profiel;KLEI;Groen;;Rotterdam;;Recreatie;Vlakdekkend;;Rotterdam;;;Overige watergang;;1;;5;0,7;NL39_04a;Zevenhuizerplas;M20;
ZHP 63;Zevenhuizerplas 63;99523;443967;SCHIEL;Schieland;1;;M20;;;2013;;Lichte klei met homogeen profiel;KLEI;Groen;;Rotterdam;;Recreatie;Vlakdekkend;;Rotterdam;;;Overige watergang;;1;;16;0,6;NL39_04a;Zevenhuizerplas;M20;
ZHP 64;Zevenhuizerplas 64;99529;444040;SCHIEL;Schieland;1;;M20;;;2013;;Lichte klei met homogeen profiel;KLEI;Groen;;Rotterdam;;Recreatie;Vlakdekkend;;Rotterdam;;;Overige watergang;;1;;16;0,6;NL39_04a;Zevenhuizerplas;M20;
ZHP 65;Zevenhuizerplas 65;99533;444090;SCHIEL;Schieland;1;;M20;;;2013;;Lichte klei met homogeen profiel;KLEI;Groen;;Rotterdam;;Recreatie;Vlakdekkend;;Rotterdam;;;Overige watergang;;1;;16;0,6;NL39_04a;Zevenhuizerplas;M20;
ZHP 66;Zevenhuizerplas 66;99533;444140;SCHIEL;Schieland;1;;M20;;;2013;;Lichte klei met homogeen profiel;KLEI;Groen;;Rotterdam;;Recreatie;Vlakdekkend;;Rotterdam;;;Overige watergang;;1;;16;0,6;NL39_04a;Zevenhuizerplas;M20;
ZHP 67;Zevenhuizerplas 67;99534;444200;SCHIEL;Schieland;1;;M20;;;2013;;Veen op ongerijpte klei;VEEN;Groen;;Rotterdam;;Recreatie;Vlakdekkend;;Rotterdam;;;Overige watergang;;1;;16;0,6;NL39_04a;Zevenhuizerplas;M20;
ZHP 68;Zevenhuizerplas 68;99538;444260;SCHIEL;Schieland;1;;M20;;;2013;;Veen op ongerijpte klei;VEEN;Groen;;Rotterdam;;Recreatie;Vlakdekkend;;Rotterdam;;;Overige watergang;;1;;16;0,6;NL39_04a;Zevenhuizerplas;M20;
ZHP 69;Zevenhuizerplas 69;99520;444320;SCHIEL;Schieland;1;;M20;;;2013;;Veen op ongerijpte klei;VEEN;Groen;;Rotterdam;;Recreatie;Vlakdekkend;;Rotterdam;;;Overige watergang;;1;;16;0,6;NL39_04a;Zevenhuizerplas;M20;
ZHP 7;Zevenhuizerplas 7;98062;443387;SCHIEL;Schieland;1;;M20;;;2013;;Veen op ongerijpte klei;VEEN;Groen;;Rotterdam;;Recreatie;Vlakdekkend;;Rotterdam;;;Overige watergang;;1;;6;0,8;NL39_04a;Zevenhuizerplas;M20;
ZHP 70;Zevenhuizerplas 70;99491;444380;SCHIEL;Schieland;1;;M20;;;2013;;Veen op ongerijpte klei;VEEN;Groen;;Rotterdam;;Recreatie;Vlakdekkend;;Rotterdam;;;Overige watergang;;1;;16;0,6;NL39_04a;Zevenhuizerplas;M20;
ZHP 71;Zevenhuizerplas 71;99464;444440;SCHIEL;Schieland;1;;M20;;;2013;;Bebouwing;STEDELIJK;Groen;;Rotterdam;;Recreatie;Vlakdekkend;;Rotterdam;;;Overige watergang;;1;;4;0,6;NL39_04a;Zevenhuizerplas;M20;
ZHP 72;Zevenhuizerplas 72;99458;444495;SCHIEL;Schieland;1;;M20;;;2013;;Bebouwing;STEDELIJK;Groen;;Rotterdam;;Recreatie;Vlakdekkend;;Rotterdam;;;Overige watergang;;1;;4;0,6;NL39_04a;Zevenhuizerplas;M20;
ZHP 73;Zevenhuizerplas 73;99436;444560;SCHIEL;Schieland;1;;M20;;;2013;;Veen op ongerijpte klei;VEEN;Groen;;Rotterdam;;Recreatie;Vlakdekkend;;Rotterdam;;;Overige watergang;;1;;4;0,6;;;;
ZHP 74;Zevenhuizerplas 74;99494;444623;SCHIEL;Schieland;1;;M20;;;2013;;Lichte klei met homogeen profiel;KLEI;Groen;;Rotterdam;;Recreatie;Vlakdekkend;;Rotterdam;;;Overige watergang;;1;;4;0,6;NL39_04a;Zevenhuizerplas;M20;
ZHP 75;Zevenhuizerplas 75;99422;444623;SCHIEL;Schieland;1;;M20;;;2013;;Veen op ongerijpte klei;VEEN;Groen;;Rotterdam;;Recreatie;Vlakdekkend;;Rotterdam;;;Overige watergang;;1;;4;0,6;NL39_04a;Zevenhuizerplas;M20;
ZHP 76;Zevenhuizerplas 76;99384;444610;SCHIEL;Schieland;1;;M20;;;2013;;Veen op ongerijpte klei;VEEN;Groen;;Rotterdam;;Recreatie;Vlakdekkend;;Rotterdam;;;Overige watergang;;1;;4;0,6;NL39_04a;Zevenhuizerplas;M20;
ZHP 77;Zevenhuizerplas 77;99324;444589;SCHIEL;Schieland;1;;M20;;;2013;;Veen op ongerijpte klei;VEEN;Groen;;Rotterdam;;Recreatie;Vlakdekkend;;Rotterdam;;;Overige watergang;;1;;4;0,6;NL39_04a;Zevenhuizerplas;M20;
ZHP 78;Zevenhuizerplas 78;99269;444572;SCHIEL;Schieland;1;;M20;;;2013;;Veen op ongerijpte klei;VEEN;Groen;;Rotterdam;;Recreatie;Vlakdekkend;;Rotterdam;;;Overige watergang;;1;;4;0,6;NL39_04a;Zevenhuizerplas;M20;
ZHP 79;Zevenhuizerplas 79;99210;444548;SCHIEL;Schieland;1;;M20;;;2013;;Lichte klei met homogeen profiel;KLEI;Groen;;Rotterdam;;Recreatie;Vlakdekkend;;Rotterdam;;;Overige watergang;;1;;8;1;NL39_04a;Zevenhuizerplas;M20;
ZHP 8;Zevenhuizerplas 8;98121;443328;SCHIEL;Schieland;1;;M20;;;2013;;Veen op ongerijpte klei;VEEN;Groen;;Rotterdam;;Recreatie;Vlakdekkend;;Rotterdam;;;Overige watergang;;1;;6;0,8;NL39_04a;Zevenhuizerplas;M20;
ZHP 80;Zevenhuizerplas 80;99150;444521;SCHIEL;Schieland;1;;M20;;;2013;;Zavel met homogeen profiel;KLEI;Groen;;Rotterdam;;Recreatie;Vlakdekkend;;Rotterdam;;;Overige watergang;;1;;8;1;NL39_04a;Zevenhuizerplas;M20;
ZHP 81;Zevenhuizerplas 81;99090;444492;SCHIEL;Schieland;1;;M20;;;2013;;Lichte klei met homogeen profiel;KLEI;Groen;;Rotterdam;;Recreatie;Vlakdekkend;;Rotterdam;;;Overige watergang;;1;;8;1;NL39_04a;Zevenhuizerplas;M20;
ZHP 82;Zevenhuizerplas 82;99035;444512;SCHIEL;Schieland;1;;M20;;;2013;;Lichte klei met homogeen profiel;KLEI;Groen;;Rotterdam;;Recreatie;Vlakdekkend;;Rotterdam;;;Overige watergang;;1;;8;1;NL39_04a;Zevenhuizerplas;M20;
ZHP 83;Zevenhuizerplas 83;99007;444563;SCHIEL;Schieland;1;;M20;;;2013;;Lichte klei met homogeen profiel;KLEI;Groen;;Rotterdam;;Recreatie;Vlakdekkend;;Rotterdam;;;Overige watergang;;1;;8;1;NL39_04a;Zevenhuizerplas;M20;
ZHP 84;Zevenhuizerplas 84;99106;444579;SCHIEL;Schieland;1;;M20;;;2013;;Zavel met homogeen profiel;KLEI;Groen;;Rotterdam;;Recreatie;Vlakdekkend;;Rotterdam;;;Overige watergang;;1;;8;1;NL39_04a;Zevenhuizerplas;M20;
ZHP 85;Zevenhuizerplas 85;99190;444609;SCHIEL;Schieland;1;;M20;;;2013;;Lichte klei met homogeen profiel;KLEI;Groen;;Rotterdam;;Recreatie;Vlakdekkend;;Rotterdam;;;Overige watergang;;1;;8;1;NL39_04a;Zevenhuizerplas;M20;
ZHP 86;Zevenhuizerplas 86;99204;444631;SCHIEL;Schieland;1;;M20;;;2013;;Lichte klei met homogeen profiel;KLEI;Groen;;Rotterdam;;Recreatie;Vlakdekkend;;Rotterdam;;;Overige watergang;;1;;8;1;NL39_04a;Zevenhuizerplas;M20;
ZHP 87;Zevenhuizerplas 87;98940;444549;SCHIEL;Schieland;1;;M20;;;2013;;Lichte klei met homogeen profiel;KLEI;Groen;;Rotterdam;;Recreatie;Vlakdekkend;;Rotterdam;;;Overige watergang;;1;;8;1;NL39_04a;Zevenhuizerplas;M20;
ZHP 88;Zevenhuizerplas 88;98923;444522;SCHIEL;Schieland;1;;M20;;;2013;;Lichte klei met homogeen profiel;KLEI;Groen;;Rotterdam;;Recreatie;Vlakdekkend;;Rotterdam;;;Overige watergang;;1;;8;1;NL39_04a;Zevenhuizerplas;M20;
ZHP 89;Zevenhuizerplas 89;98890;444530;SCHIEL;Schieland;1;;M20;;;2013;;Lichte klei met homogeen profiel;KLEI;Groen;;Rotterdam;;Recreatie;Vlakdekkend;;Rotterdam;;;Overige watergang;;1;;8;1;NL39_04a;Zevenhuizerplas;M20;
ZHP 9;Zevenhuizerplas 9;98165;443370;SCHIEL;Schieland;1;;M20;;;2013;;Veen op ongerijpte klei;VEEN;Groen;;Rotterdam;;Recreatie;Vlakdekkend;;Rotterdam;;;Overige watergang;;1;;6;0,8;NL39_04a;Zevenhuizerplas;M20;
ZHP 90;Zevenhuizerplas 90;98776;444437;SCHIEL;Schieland;1;;M20;;;2013;;Lichte klei met homogeen profiel;KLEI;Groen;;Rotterdam;;Recreatie;Vlakdekkend;;Rotterdam;;;Overige watergang;;1;;8;1;NL39_04a;Zevenhuizerplas;M20;
ZHP 91;Zevenhuizerplas 91;98721;444329;SCHIEL;Schieland;1;;M20;;;2013;;Lichte klei met homogeen profiel;KLEI;Groen;;Rotterdam;;Recreatie;Vlakdekkend;;Rotterdam;;;Overige watergang;;1;;8;1;NL39_04a;Zevenhuizerplas;M20;
ZHP 92;Zevenhuizerplas 92;98670;444285;SCHIEL;Schieland;1;;M20;;;2013;;Lichte klei met homogeen profiel;KLEI;Groen;;Rotterdam;;Recreatie;Vlakdekkend;;Rotterdam;;;Overige watergang;;1;;8;1;NL39_04a;Zevenhuizerplas;M20;
ZHP 93;Zevenhuizerplas 93;98627;444259;SCHIEL;Schieland;1;;M20;;;2013;;Lichte klei met homogeen profiel;KLEI;Groen;;Rotterdam;;Recreatie;Vlakdekkend;;Rotterdam;;;Overige watergang;;1;;8;1;NL39_04a;Zevenhuizerplas;M20;
ZHP 94;Zevenhuizerplas 94;98637;444169;SCHIEL;Schieland;1;;M20;;;2013;;Lichte klei met homogeen profiel;KLEI;Groen;;Rotterdam;;Recreatie;Vlakdekkend;;Rotterdam;;;Overige watergang;;1;;8;1;NL39_04a;Zevenhuizerplas;M20;
ZHP 95;Zevenhuizerplas 95;98626;444114;SCHIEL;Schieland;1;;M20;;;2013;;Lichte klei met homogeen profiel;KLEI;Groen;;Rotterdam;;Recreatie;Vlakdekkend;;Rotterdam;;;Overige watergang;;1;;8;1;NL39_04a;Zevenhuizerplas;M20;
ZHP 96;Zevenhuizerplas 96;98590;444176;SCHIEL;Schieland;1;;M20;;;2013;;Lichte klei met homogeen profiel;KLEI;Groen;;Rotterdam;;Recreatie;Vlakdekkend;;Rotterdam;;;Overige watergang;;1;;8;1;;;;
ZHP 97;Zevenhuizerplas 97;98539;444203;SCHIEL;Schieland;1;;M20;;;2013;;Lichte klei met homogeen profiel;KLEI;Groen;;Rotterdam;;Recreatie;Vlakdekkend;;Rotterdam;;;Overige watergang;;1;;8;1;NL39_04a;Zevenhuizerplas;M20;
ZHP 98;Zevenhuizerplas 98;98547;444144;SCHIEL;Schieland;1;;M20;;;2013;;Lichte klei met homogeen profiel;KLEI;Groen;;Rotterdam;;Recreatie;Vlakdekkend;;Rotterdam;;;Overige watergang;;1;;8;1;NL39_04a;Zevenhuizerplas;M20;
ZHP 99;Zevenhuizerplas 99;98520;444073;SCHIEL;Schieland;1;;M20;;;2013;;Lichte klei met homogeen profiel;KLEI;Groen;;Rotterdam;;Recreatie;Vlakdekkend;;Rotterdam;;;Overige watergang;;1;;8;1;NL39_04a;Zevenhuizerplas;M20;
ZHP-09-EL1;Zevenhuizerplas 2009 traject 1 - elektro;97943;443675;SCHIEL;Schieland;3;;M20;;;;;Veen op ongerijpte klei;VEEN;;;Rotterdam;;Recreatie;;;Rotterdam;;;Overige watergang;1;;;5;0,8;NL39_04a;Zevenhuizerplas;M20;
ZHP-09-EL2;Zevenhuizerplas 2009 traject 2 - elektro;98073;443529;SCHIEL;Schieland;3;;M20;;;;;Lichte klei met homogeen profiel;KLEI;;;Rotterdam;;Recreatie;;;Rotterdam;;;Overige watergang;1;;;6;0,8;NL39_04a;Zevenhuizerplas;M20;
ZHP-09-EL3;Zevenhuizerplas 2009 traject 3 - elektro;98514;443135;SCHIEL;Schieland;3;;M20;;;;;Veen op ongerijpte klei;VEEN;;;Rotterdam;;Recreatie;;;Rotterdam;;;Overige watergang;1;;;5;0,7;NL39_04a;Zevenhuizerplas;M20;
ZHP-09-EL4;Zevenhuizerplas 2009 traject 4 - elektro;98548;444229;SCHIEL;Schieland;3;;M20;;;;;Lichte klei met homogeen profiel;KLEI;;;Rotterdam;;Recreatie;;;Rotterdam;;;Overige watergang;1;;;8;1;NL39_04a;Zevenhuizerplas;M20;
ZHP-09-EL5;Zevenhuizerplas 2009 traject 5 - elektro;99082;444489;SCHIEL;Schieland;3;;M20;;;;;Lichte klei met homogeen profiel;KLEI;;;Rotterdam;;Recreatie;;;Rotterdam;;;Overige watergang;1;;;8;1;NL39_04a;Zevenhuizerplas;M20;
ZHP-09-EL6;Zevenhuizerplas 2009 traject 6 - elektro;99514;443888;SCHIEL;Schieland;3;;M20;;;;;Lichte klei met homogeen profiel;KLEI;;;Rotterdam;;Recreatie;;;Rotterdam;;;Overige watergang;1;;;5;0,7;NL39_04a;Zevenhuizerplas;M20;
ZHP-09-SK13;Zevenhuizerplas 2009 traject 13 - stortkuil;98317;444063;SCHIEL;Schieland;3;;M20;;;;;Lichte klei met homogeen profiel;KLEI;;;Rotterdam;;Recreatie;;;Rotterdam;;;Overige watergang;1;;;8;1;NL39_04a;Zevenhuizerplas;M20;
ZHP-09-SK7;Zevenhuizerplas 2009 traject 7 - stortkuil;99441;444444;SCHIEL;Schieland;3;;M20;;;;;Bebouwing;STEDELIJK;;;Rotterdam;;Recreatie;;;Rotterdam;;;Overige watergang;1;;;4;0,6;NL39_04a;Zevenhuizerplas;M20;
ZHP-09-SK8;Zevenhuizerplas 2009 traject 8 - stortkuil;98890;443806;SCHIEL;Schieland;3;;M20;;;;;Veen op ongerijpte klei;VEEN;;;Rotterdam;;Recreatie;;;Rotterdam;;;Overige watergang;1;;;5;0,7;NL39_04a;Zevenhuizerplas;M20;
ZHP-09-SK9;Zevenhuizerplas 2009 traject 9 - stortkuil;98336;443375;SCHIEL;Schieland;3;;M20;;;;;Veen op ongerijpte klei;VEEN;;;Rotterdam;;Recreatie;;;Rotterdam;;;Overige watergang;1;;;5;0,7;NL39_04a;Zevenhuizerplas;M20;
ZHP-09-ZE10;Zevenhuizerplas 2009 traject 10 - zegen;98139;444195;SCHIEL;Schieland;3;;M20;;;;;Lichte klei met homogeen profiel;KLEI;;;Rotterdam;;Recreatie;;;Rotterdam;;;Overige watergang;1;;;8;1;;;;
ZHP-09-ZE11;Zevenhuizerplas 2009 traject 11 - zegen;98263;443242;SCHIEL;Schieland;3;;M20;;;;;Veen op ongerijpte klei;VEEN;;;Rotterdam;;Recreatie;;;Rotterdam;;;Overige watergang;1;;;5;0,7;;;;
ZHP-09-ZE12;Zevenhuizerplas 2009 traject 12 - zegen;98251;443364;SCHIEL;Schieland;3;;M20;;;;;Veen op ongerijpte klei;VEEN;;;Rotterdam;;Recreatie;;;Rotterdam;;;Overige watergang;1;;;6;0,8;;;;
